stimuli,emotion_stimuli,subject,emotion_subject
nishio_sur_au_mouth_2_0,sur,IR,sur
ota_sur_fr_1_0,sur,IR,sur
koyama_sur_fr_2_0,sur,IR,sur
iwagami_sur_au_mouth_2_0,sur,IR,sur
henmi_sur_au_mouth_2_0,sur,IR,sur
kikuguti_sur_fr_2_0,sur,IR,sur
sirakura_sur_fr_1_0,sur,IR,sur
nakatakuma_sur_au_mouth_2_0,sur,IR,sur
nishio_ang_au_cl_2_0,ang,MA,ang
ota_ang_au_cl_1_0,ang,MA,ang
koyama_ang_au_cl_2_0,ang,MA,ang
iwagami_ang_au_cl_1_0,ang,MA,dis
henmi_ang_au_cl_4_0,ang,MA,ang
kikuguti_ang_au_cl_1_0,ang,MA,ang
sirakura_ang_au_cl_3_0,ang,MA,ang
nakatakuma_ang_au_cl_2_0,ang,MA,ang
nishio_dis_au_cl_3_0,dis,MA,ang
ota_dis_au_cl_1_0,dis,MA,dis
koyama_dis_au_cl_2_0,dis,MA,dis
iwagami_dis_au_cl_1_0,dis,MA,ang
henmi_dis_au_cl_1_0,dis,MA,dis
kikuguti_dis_au_cl_4_0,dis,MA,dis
sirakura_dis_au_cl_1_0,dis,MA,dis
nakatakuma_dis_au_cl_1_0,dis,MA,dis
nishio_fea_au_mouth_2_0,fea,MA,fea
ota_fea_fr_2_0,fea,MA,sur
koyama_fea_fr_2_0,fea,MA,sur
iwagami_fea_au_mouth_1_0,fea,MA,sur
henmi_fea_au_mouth_2_0,fea,MA,fea
kikuguti_fea_au_mouth_1_0,fea,MA,fea
sirakura_fea_fr_2_0,fea,MA,sur
nakatakuma_fea_fr_1_0,fea,MA,sur
nishio_hap_au_du_1_0,hap,MA,hap
ota_hap_au_du_1_0,hap,MA,hap
koyama_hap_au_du_1_0,hap,MA,hap
iwagami_hap_au_du_2_0,hap,MA,hap
henmi_hap_au_du_1_0,hap,MA,hap
kikuguti_hap_au_du_4_0,hap,MA,hap
sirakura_hap_au_du_2_0,hap,MA,hap
nakatakuma_hap_au_du_1_0,hap,MA,hap
nishio_sad_au_1_0,sad,MA,sad
ota_sad_au_mouth_1_0,sad,MA,sad
koyama_sad_au_mouth_1_0,sad,MA,dis
iwagami_sad_au_mouth_3_0,sad,MA,sad
henmi_sad_au_mouth_3_0,sad,MA,sad
kikuguti_sad_au_1_0,sad,MA,sad
sirakura_sad_au_mouth_1_0_130,sad,MA,sad
nakatakuma_sad_au_2_0,sad,MA,sad
nishio_sur_au_mouth_2_0,sur,MA,sur
ota_sur_fr_1_0,sur,MA,sur
koyama_sur_fr_2_0,sur,MA,sur
iwagami_sur_au_mouth_2_0,sur,MA,sur
henmi_sur_au_mouth_2_0,sur,MA,sur
kikuguti_sur_fr_2_0,sur,MA,sur
sirakura_sur_fr_1_0,sur,MA,sur
nakatakuma_sur_au_mouth_2_0,sur,MA,fea
nishio_ang_au_cl_2_0,ang,KC,ang
ota_ang_au_cl_1_0,ang,KC,ang
koyama_ang_au_cl_2_0,ang,KC,ang
iwagami_ang_au_cl_1_0,ang,KC,ang
henmi_ang_au_cl_4_0,ang,KC,ang
kikuguti_ang_au_cl_1_0,ang,KC,ang
sirakura_ang_au_cl_3_0,ang,KC,ang
nakatakuma_ang_au_cl_2_0,ang,KC,ang
nishio_dis_au_cl_3_0,dis,KC,dis
ota_dis_au_cl_1_0,dis,KC,dis
koyama_dis_au_cl_2_0,dis,KC,fea
iwagami_dis_au_cl_1_0,dis,KC,dis
henmi_dis_au_cl_1_0,dis,KC,dis
kikuguti_dis_au_cl_4_0,dis,KC,dis
sirakura_dis_au_cl_1_0,dis,KC,dis
nakatakuma_dis_au_cl_1_0,dis,KC,dis
nishio_fea_au_mouth_2_0,fea,KC,fea
ota_fea_fr_2_0,fea,KC,fea
koyama_fea_fr_2_0,fea,KC,sur
iwagami_fea_au_mouth_1_0,fea,KC,dis
henmi_fea_au_mouth_2_0,fea,KC,fea
kikuguti_fea_au_mouth_1_0,fea,KC,fea
sirakura_fea_fr_2_0,fea,KC,sur
nakatakuma_fea_fr_1_0,fea,KC,sur
nishio_hap_au_du_1_0,hap,KC,hap
ota_hap_au_du_1_0,hap,KC,hap
koyama_hap_au_du_1_0,hap,KC,hap
iwagami_hap_au_du_2_0,hap,KC,hap
henmi_hap_au_du_1_0,hap,KC,hap
kikuguti_hap_au_du_4_0,hap,KC,hap
sirakura_hap_au_du_2_0,hap,KC,hap
nakatakuma_hap_au_du_1_0,hap,KC,hap
nishio_sad_au_1_0,sad,KC,sad
ota_sad_au_mouth_1_0,sad,KC,sad
koyama_sad_au_mouth_1_0,sad,KC,sad
iwagami_sad_au_mouth_3_0,sad,KC,sad
henmi_sad_au_mouth_3_0,sad,KC,sad
kikuguti_sad_au_1_0,sad,KC,dis
sirakura_sad_au_mouth_1_0_130,sad,KC,sad
nakatakuma_sad_au_2_0,sad,KC,sad
nishio_sur_au_mouth_2_0,sur,KC,sur
ota_sur_fr_1_0,sur,KC,sur
koyama_sur_fr_2_0,sur,KC,sur
iwagami_sur_au_mouth_2_0,sur,KC,sur
henmi_sur_au_mouth_2_0,sur,KC,sur
kikuguti_sur_fr_2_0,sur,KC,sur
sirakura_sur_fr_1_0,sur,KC,sur
nakatakuma_sur_au_mouth_2_0,sur,KC,sur
nishio_ang_au_cl_2_0,ang,AY,ang
ota_ang_au_cl_1_0,ang,AY,ang
koyama_ang_au_cl_2_0,ang,AY,ang
iwagami_ang_au_cl_1_0,ang,AY,ang
henmi_ang_au_cl_4_0,ang,AY,ang
kikuguti_ang_au_cl_1_0,ang,AY,ang
sirakura_ang_au_cl_3_0,ang,AY,fea
nakatakuma_ang_au_cl_2_0,ang,AY,ang
nishio_dis_au_cl_3_0,dis,AY,ang
ota_dis_au_cl_1_0,dis,AY,dis
koyama_dis_au_cl_2_0,dis,AY,dis
iwagami_dis_au_cl_1_0,dis,AY,ang
henmi_dis_au_cl_1_0,dis,AY,sad
kikuguti_dis_au_cl_4_0,dis,AY,dis
sirakura_dis_au_cl_1_0,dis,AY,dis
nakatakuma_dis_au_cl_1_0,dis,AY,dis
nishio_fea_au_mouth_2_0,fea,AY,fea
ota_fea_fr_2_0,fea,AY,fea
koyama_fea_fr_2_0,fea,AY,fea
iwagami_fea_au_mouth_1_0,fea,AY,fea
henmi_fea_au_mouth_2_0,fea,AY,fea
kikuguti_fea_au_mouth_1_0,fea,AY,sad
sirakura_fea_fr_2_0,fea,AY,fea
nakatakuma_fea_fr_1_0,fea,AY,fea
nishio_hap_au_du_1_0,hap,AY,hap
ota_hap_au_du_1_0,hap,AY,hap
koyama_hap_au_du_1_0,hap,AY,hap
iwagami_hap_au_du_2_0,hap,AY,hap
henmi_hap_au_du_1_0,hap,AY,hap
kikuguti_hap_au_du_4_0,hap,AY,hap
sirakura_hap_au_du_2_0,hap,AY,hap
nakatakuma_hap_au_du_1_0,hap,AY,hap
nishio_sad_au_1_0,sad,AY,sad
ota_sad_au_mouth_1_0,sad,AY,sad
koyama_sad_au_mouth_1_0,sad,AY,sad
iwagami_sad_au_mouth_3_0,sad,AY,sad
henmi_sad_au_mouth_3_0,sad,AY,sad
kikuguti_sad_au_1_0,sad,AY,sad
sirakura_sad_au_mouth_1_0_130,sad,AY,sad
nakatakuma_sad_au_2_0,sad,AY,dis
nishio_sur_au_mouth_2_0,sur,AY,sur
ota_sur_fr_1_0,sur,AY,sur
koyama_sur_fr_2_0,sur,AY,sur
iwagami_sur_au_mouth_2_0,sur,AY,sur
henmi_sur_au_mouth_2_0,sur,AY,sur
kikuguti_sur_fr_2_0,sur,AY,sur
sirakura_sur_fr_1_0,sur,AY,sur
nakatakuma_sur_au_mouth_2_0,sur,AY,sur
nishio_ang_au_cl_2_0,ang,OJ,ang
ota_ang_au_cl_1_0,ang,OJ,ang
koyama_ang_au_cl_2_0,ang,OJ,ang
iwagami_ang_au_cl_1_0,ang,OJ,ang
henmi_ang_au_cl_4_0,ang,OJ,ang
kikuguti_ang_au_cl_1_0,ang,OJ,ang
sirakura_ang_au_cl_3_0,ang,OJ,ang
nakatakuma_ang_au_cl_2_0,ang,OJ,ang
nishio_dis_au_cl_3_0,dis,OJ,dis
ota_dis_au_cl_1_0,dis,OJ,dis
koyama_dis_au_cl_2_0,dis,OJ,sad
iwagami_dis_au_cl_1_0,dis,OJ,dis
henmi_dis_au_cl_1_0,dis,OJ,sad
kikuguti_dis_au_cl_4_0,dis,OJ,dis
sirakura_dis_au_cl_1_0,dis,OJ,sad
nakatakuma_dis_au_cl_1_0,dis,OJ,dis
nishio_fea_au_mouth_2_0,fea,OJ,fea
ota_fea_fr_2_0,fea,OJ,fea
koyama_fea_fr_2_0,fea,OJ,fea
iwagami_fea_au_mouth_1_0,fea,OJ,fea
henmi_fea_au_mouth_2_0,fea,OJ,sad
kikuguti_fea_au_mouth_1_0,fea,OJ,sad
sirakura_fea_fr_2_0,fea,OJ,fea
nakatakuma_fea_fr_1_0,fea,OJ,sur
nishio_hap_au_du_1_0,hap,OJ,hap
ota_hap_au_du_1_0,hap,OJ,hap
koyama_hap_au_du_1_0,hap,OJ,hap
iwagami_hap_au_du_2_0,hap,OJ,hap
henmi_hap_au_du_1_0,hap,OJ,hap
kikuguti_hap_au_du_4_0,hap,OJ,hap
sirakura_hap_au_du_2_0,hap,OJ,hap
nakatakuma_hap_au_du_1_0,hap,OJ,hap
nishio_sad_au_1_0,sad,OJ,sad
ota_sad_au_mouth_1_0,sad,OJ,sad
koyama_sad_au_mouth_1_0,sad,OJ,sad
iwagami_sad_au_mouth_3_0,sad,OJ,sad
henmi_sad_au_mouth_3_0,sad,OJ,sad
kikuguti_sad_au_1_0,sad,OJ,sad
sirakura_sad_au_mouth_1_0_130,sad,OJ,sad
nakatakuma_sad_au_2_0,sad,OJ,sad
nishio_sur_au_mouth_2_0,sur,OJ,sur
ota_sur_fr_1_0,sur,OJ,sur
koyama_sur_fr_2_0,sur,OJ,sur
iwagami_sur_au_mouth_2_0,sur,OJ,sur
henmi_sur_au_mouth_2_0,sur,OJ,sur
kikuguti_sur_fr_2_0,sur,OJ,sur
sirakura_sur_fr_1_0,sur,OJ,fea
nakatakuma_sur_au_mouth_2_0,sur,OJ,sur
nishio_ang_au_cl_2_0,ang,NS,ang
ota_ang_au_cl_1_0,ang,NS,ang
koyama_ang_au_cl_2_0,ang,NS,ang
iwagami_ang_au_cl_1_0,ang,NS,ang
henmi_ang_au_cl_4_0,ang,NS,ang
kikuguti_ang_au_cl_1_0,ang,NS,ang
sirakura_ang_au_cl_3_0,ang,NS,ang
nakatakuma_ang_au_cl_2_0,ang,NS,ang
nishio_dis_au_cl_3_0,dis,NS,dis
ota_dis_au_cl_1_0,dis,NS,dis
koyama_dis_au_cl_2_0,dis,NS,dis
iwagami_dis_au_cl_1_0,dis,NS,dis
henmi_dis_au_cl_1_0,dis,NS,dis
kikuguti_dis_au_cl_4_0,dis,NS,dis
sirakura_dis_au_cl_1_0,dis,NS,sad
nakatakuma_dis_au_cl_1_0,dis,NS,dis
nishio_fea_au_mouth_2_0,fea,NS,fea
ota_fea_fr_2_0,fea,NS,fea
koyama_fea_fr_2_0,fea,NS,sur
iwagami_fea_au_mouth_1_0,fea,NS,fea
henmi_fea_au_mouth_2_0,fea,NS,fea
kikuguti_fea_au_mouth_1_0,fea,NS,sad
sirakura_fea_fr_2_0,fea,NS,fea
nakatakuma_fea_fr_1_0,fea,NS,fea
nishio_hap_au_du_1_0,hap,NS,hap
ota_hap_au_du_1_0,hap,NS,hap
koyama_hap_au_du_1_0,hap,NS,hap
iwagami_hap_au_du_2_0,hap,NS,hap
henmi_hap_au_du_1_0,hap,NS,hap
kikuguti_hap_au_du_4_0,hap,NS,hap
sirakura_hap_au_du_2_0,hap,NS,hap
nakatakuma_hap_au_du_1_0,hap,NS,hap
nishio_sad_au_1_0,sad,NS,sad
ota_sad_au_mouth_1_0,sad,NS,sad
koyama_sad_au_mouth_1_0,sad,NS,sad
iwagami_sad_au_mouth_3_0,sad,NS,sad
henmi_sad_au_mouth_3_0,sad,NS,sad
kikuguti_sad_au_1_0,sad,NS,sad
sirakura_sad_au_mouth_1_0_130,sad,NS,sad
nakatakuma_sad_au_2_0,sad,NS,sad
nishio_sur_au_mouth_2_0,sur,NS,sur
ota_sur_fr_1_0,sur,NS,sur
koyama_sur_fr_2_0,sur,NS,sur
iwagami_sur_au_mouth_2_0,sur,NS,sur
henmi_sur_au_mouth_2_0,sur,NS,sur
kikuguti_sur_fr_2_0,sur,NS,sur
sirakura_sur_fr_1_0,sur,NS,sur
nakatakuma_sur_au_mouth_2_0,sur,NS,sur
nishio_ang_au_cl_2_0,ang,NY,ang
ota_ang_au_cl_1_0,ang,NY,ang
koyama_ang_au_cl_2_0,ang,NY,ang
iwagami_ang_au_cl_1_0,ang,NY,ang
henmi_ang_au_cl_4_0,ang,NY,ang
kikuguti_ang_au_cl_1_0,ang,NY,ang
sirakura_ang_au_cl_3_0,ang,NY,fea
nakatakuma_ang_au_cl_2_0,ang,NY,ang
nishio_dis_au_cl_3_0,dis,NY,ang
ota_dis_au_cl_1_0,dis,NY,dis
koyama_dis_au_cl_2_0,dis,NY,dis
iwagami_dis_au_cl_1_0,dis,NY,dis
henmi_dis_au_cl_1_0,dis,NY,dis
kikuguti_dis_au_cl_4_0,dis,NY,dis
sirakura_dis_au_cl_1_0,dis,NY,sad
nakatakuma_dis_au_cl_1_0,dis,NY,dis
nishio_fea_au_mouth_2_0,fea,NY,fea
ota_fea_fr_2_0,fea,NY,sur
koyama_fea_fr_2_0,fea,NY,fea
iwagami_fea_au_mouth_1_0,fea,NY,fea
henmi_fea_au_mouth_2_0,fea,NY,sur
kikuguti_fea_au_mouth_1_0,fea,NY,fea
sirakura_fea_fr_2_0,fea,NY,fea
nakatakuma_fea_fr_1_0,fea,NY,sur
nishio_hap_au_du_1_0,hap,NY,hap
ota_hap_au_du_1_0,hap,NY,hap
koyama_hap_au_du_1_0,hap,NY,hap
iwagami_hap_au_du_2_0,hap,NY,hap
henmi_hap_au_du_1_0,hap,NY,hap
kikuguti_hap_au_du_4_0,hap,NY,hap
sirakura_hap_au_du_2_0,hap,NY,hap
nakatakuma_hap_au_du_1_0,hap,NY,hap
nishio_sad_au_1_0,sad,NY,sad
ota_sad_au_mouth_1_0,sad,NY,sad
koyama_sad_au_mouth_1_0,sad,NY,sad
iwagami_sad_au_mouth_3_0,sad,NY,sad
henmi_sad_au_mouth_3_0,sad,NY,sad
kikuguti_sad_au_1_0,sad,NY,sad
sirakura_sad_au_mouth_1_0_130,sad,NY,sad
nakatakuma_sad_au_2_0,sad,NY,sad
nishio_sur_au_mouth_2_0,sur,NY,sur
ota_sur_fr_1_0,sur,NY,sur
koyama_sur_fr_2_0,sur,NY,sur
iwagami_sur_au_mouth_2_0,sur,NY,sur
henmi_sur_au_mouth_2_0,sur,NY,sur
kikuguti_sur_fr_2_0,sur,NY,sur
sirakura_sur_fr_1_0,sur,NY,fea
nakatakuma_sur_au_mouth_2_0,sur,NY,sur
nishio_ang_au_cl_2_0,ang,KM,ang
ota_ang_au_cl_1_0,ang,KM,ang
koyama_ang_au_cl_2_0,ang,KM,ang
iwagami_ang_au_cl_1_0,ang,KM,ang
henmi_ang_au_cl_4_0,ang,KM,ang
kikuguti_ang_au_cl_1_0,ang,KM,ang
sirakura_ang_au_cl_3_0,ang,KM,ang
nakatakuma_ang_au_cl_2_0,ang,KM,dis
nishio_dis_au_cl_3_0,dis,KM,dis
ota_dis_au_cl_1_0,dis,KM,dis
koyama_dis_au_cl_2_0,dis,KM,dis
iwagami_dis_au_cl_1_0,dis,KM,dis
henmi_dis_au_cl_1_0,dis,KM,sad
kikuguti_dis_au_cl_4_0,dis,KM,ang
sirakura_dis_au_cl_1_0,dis,KM,sad
nakatakuma_dis_au_cl_1_0,dis,KM,dis
nishio_fea_au_mouth_2_0,fea,KM,fea
ota_fea_fr_2_0,fea,KM,dis
koyama_fea_fr_2_0,fea,KM,sur
iwagami_fea_au_mouth_1_0,fea,KM,fea
henmi_fea_au_mouth_2_0,fea,KM,fea
kikuguti_fea_au_mouth_1_0,fea,KM,sad
sirakura_fea_fr_2_0,fea,KM,sad
nakatakuma_fea_fr_1_0,fea,KM,ang
nishio_hap_au_du_1_0,hap,KM,hap
ota_hap_au_du_1_0,hap,KM,hap
koyama_hap_au_du_1_0,hap,KM,hap
iwagami_hap_au_du_2_0,hap,KM,hap
henmi_hap_au_du_1_0,hap,KM,hap
kikuguti_hap_au_du_4_0,hap,KM,hap
sirakura_hap_au_du_2_0,hap,KM,sad
nakatakuma_hap_au_du_1_0,hap,KM,hap
nishio_sad_au_1_0,sad,KM,sad
ota_sad_au_mouth_1_0,sad,KM,sad
koyama_sad_au_mouth_1_0,sad,KM,sad
iwagami_sad_au_mouth_3_0,sad,KM,sad
henmi_sad_au_mouth_3_0,sad,KM,sur
kikuguti_sad_au_1_0,sad,KM,sad
sirakura_sad_au_mouth_1_0_130,sad,KM,sad
nakatakuma_sad_au_2_0,sad,KM,ang
nishio_sur_au_mouth_2_0,sur,KM,hap
ota_sur_fr_1_0,sur,KM,sur
koyama_sur_fr_2_0,sur,KM,sur
iwagami_sur_au_mouth_2_0,sur,KM,sur
henmi_sur_au_mouth_2_0,sur,KM,sur
kikuguti_sur_fr_2_0,sur,KM,sur
sirakura_sur_fr_1_0,sur,KM,sur
nakatakuma_sur_au_mouth_2_0,sur,KM,sur
nishio_ang_au_cl_2_0,ang,NM,ang
ota_ang_au_cl_1_0,ang,NM,ang
koyama_ang_au_cl_2_0,ang,NM,ang
iwagami_ang_au_cl_1_0,ang,NM,sad
henmi_ang_au_cl_4_0,ang,NM,sad
kikuguti_ang_au_cl_1_0,ang,NM,ang
sirakura_ang_au_cl_3_0,ang,NM,ang
nakatakuma_ang_au_cl_2_0,ang,NM,ang
nishio_dis_au_cl_3_0,dis,NM,ang
ota_dis_au_cl_1_0,dis,NM,ang
koyama_dis_au_cl_2_0,dis,NM,dis
iwagami_dis_au_cl_1_0,dis,NM,dis
henmi_dis_au_cl_1_0,dis,NM,sad
kikuguti_dis_au_cl_4_0,dis,NM,dis
sirakura_dis_au_cl_1_0,dis,NM,sad
nakatakuma_dis_au_cl_1_0,dis,NM,dis
nishio_fea_au_mouth_2_0,fea,NM,ang
ota_fea_fr_2_0,fea,NM,fea
koyama_fea_fr_2_0,fea,NM,sur
iwagami_fea_au_mouth_1_0,fea,NM,fea
henmi_fea_au_mouth_2_0,fea,NM,fea
kikuguti_fea_au_mouth_1_0,fea,NM,fea
sirakura_fea_fr_2_0,fea,NM,fea
nakatakuma_fea_fr_1_0,fea,NM,ang
nishio_hap_au_du_1_0,hap,NM,hap
ota_hap_au_du_1_0,hap,NM,hap
koyama_hap_au_du_1_0,hap,NM,hap
iwagami_hap_au_du_2_0,hap,NM,hap
henmi_hap_au_du_1_0,hap,NM,hap
kikuguti_hap_au_du_4_0,hap,NM,hap
sirakura_hap_au_du_2_0,hap,NM,hap
nakatakuma_hap_au_du_1_0,hap,NM,hap
nishio_sad_au_1_0,sad,NM,sad
ota_sad_au_mouth_1_0,sad,NM,sad
koyama_sad_au_mouth_1_0,sad,NM,sad
iwagami_sad_au_mouth_3_0,sad,NM,sad
henmi_sad_au_mouth_3_0,sad,NM,sad
kikuguti_sad_au_1_0,sad,NM,sad
sirakura_sad_au_mouth_1_0_130,sad,NM,sad
nakatakuma_sad_au_2_0,sad,NM,sad
nishio_sur_au_mouth_2_0,sur,NM,sur
ota_sur_fr_1_0,sur,NM,sur
koyama_sur_fr_2_0,sur,NM,sur
iwagami_sur_au_mouth_2_0,sur,NM,sur
henmi_sur_au_mouth_2_0,sur,NM,fea
kikuguti_sur_fr_2_0,sur,NM,sur
sirakura_sur_fr_1_0,sur,NM,sur
nakatakuma_sur_au_mouth_2_0,sur,NM,sur
nishio_ang_au_cl_2_0,ang,KM,hap
ota_ang_au_cl_1_0,ang,KM,fea
koyama_ang_au_cl_2_0,ang,KM,dis
iwagami_ang_au_cl_1_0,ang,KM,ang
henmi_ang_au_cl_4_0,ang,KM,ang
kikuguti_ang_au_cl_1_0,ang,KM,ang
sirakura_ang_au_cl_3_0,ang,KM,dis
nakatakuma_ang_au_cl_2_0,ang,KM,ang
nishio_dis_au_cl_3_0,dis,KM,ang
ota_dis_au_cl_1_0,dis,KM,ang
koyama_dis_au_cl_2_0,dis,KM,dis
iwagami_dis_au_cl_1_0,dis,KM,sad
henmi_dis_au_cl_1_0,dis,KM,dis
kikuguti_dis_au_cl_4_0,dis,KM,dis
sirakura_dis_au_cl_1_0,dis,KM,dis
nakatakuma_dis_au_cl_1_0,dis,KM,dis
nishio_fea_au_mouth_2_0,fea,KM,fea
ota_fea_fr_2_0,fea,KM,fea
koyama_fea_fr_2_0,fea,KM,fea
iwagami_fea_au_mouth_1_0,fea,KM,sur
henmi_fea_au_mouth_2_0,fea,KM,fea
kikuguti_fea_au_mouth_1_0,fea,KM,sur
sirakura_fea_fr_2_0,fea,KM,fea
nakatakuma_fea_fr_1_0,fea,KM,fea
nishio_hap_au_du_1_0,hap,KM,hap
ota_hap_au_du_1_0,hap,KM,hap
koyama_hap_au_du_1_0,hap,KM,hap
iwagami_hap_au_du_2_0,hap,KM,hap
henmi_hap_au_du_1_0,hap,KM,hap
kikuguti_hap_au_du_4_0,hap,KM,hap
sirakura_hap_au_du_2_0,hap,KM,hap
nakatakuma_hap_au_du_1_0,hap,KM,hap
nishio_sad_au_1_0,sad,KM,sad
ota_sad_au_mouth_1_0,sad,KM,sad
koyama_sad_au_mouth_1_0,sad,KM,sad
iwagami_sad_au_mouth_3_0,sad,KM,sad
henmi_sad_au_mouth_3_0,sad,KM,sad
kikuguti_sad_au_1_0,sad,KM,sad
sirakura_sad_au_mouth_1_0_130,sad,KM,sad
nakatakuma_sad_au_2_0,sad,KM,sad
nishio_sur_au_mouth_2_0,sur,KM,sur
ota_sur_fr_1_0,sur,KM,sur
koyama_sur_fr_2_0,sur,KM,hap
iwagami_sur_au_mouth_2_0,sur,KM,sad
henmi_sur_au_mouth_2_0,sur,KM,fea
kikuguti_sur_fr_2_0,sur,KM,sur
sirakura_sur_fr_1_0,sur,KM,sur
nakatakuma_sur_au_mouth_2_0,sur,KM,sur
nishio_ang_au_cl_2_0,ang,SH,ang
ota_ang_au_cl_1_0,ang,SH,dis
koyama_ang_au_cl_2_0,ang,SH,ang
iwagami_ang_au_cl_1_0,ang,SH,sur
henmi_ang_au_cl_4_0,ang,SH,dis
kikuguti_ang_au_cl_1_0,ang,SH,ang
sirakura_ang_au_cl_3_0,ang,SH,dis
nakatakuma_ang_au_cl_2_0,ang,SH,ang
nishio_dis_au_cl_3_0,dis,SH,dis
ota_dis_au_cl_1_0,dis,SH,dis
koyama_dis_au_cl_2_0,dis,SH,ang
iwagami_dis_au_cl_1_0,dis,SH,dis
henmi_dis_au_cl_1_0,dis,SH,sur
kikuguti_dis_au_cl_4_0,dis,SH,dis
sirakura_dis_au_cl_1_0,dis,SH,sad
nakatakuma_dis_au_cl_1_0,dis,SH,dis
nishio_fea_au_mouth_2_0,fea,SH,sur
ota_fea_fr_2_0,fea,SH,dis
koyama_fea_fr_2_0,fea,SH,dis
iwagami_fea_au_mouth_1_0,fea,SH,dis
henmi_fea_au_mouth_2_0,fea,SH,dis
kikuguti_fea_au_mouth_1_0,fea,SH,sur
sirakura_fea_fr_2_0,fea,SH,sur
nakatakuma_fea_fr_1_0,fea,SH,sur
nishio_hap_au_du_1_0,hap,SH,sur
ota_hap_au_du_1_0,hap,SH,dis
koyama_hap_au_du_1_0,hap,SH,hap
iwagami_hap_au_du_2_0,hap,SH,hap
henmi_hap_au_du_1_0,hap,SH,hap
kikuguti_hap_au_du_4_0,hap,SH,hap
sirakura_hap_au_du_2_0,hap,SH,hap
nakatakuma_hap_au_du_1_0,hap,SH,hap
nishio_sad_au_1_0,sad,SH,fea
ota_sad_au_mouth_1_0,sad,SH,sad
koyama_sad_au_mouth_1_0,sad,SH,sad
iwagami_sad_au_mouth_3_0,sad,SH,sad
henmi_sad_au_mouth_3_0,sad,SH,sad
kikuguti_sad_au_1_0,sad,SH,dis
sirakura_sad_au_mouth_1_0_130,sad,SH,sad
nakatakuma_sad_au_2_0,sad,SH,sur
nishio_sur_au_mouth_2_0,sur,SH,sur
ota_sur_fr_1_0,sur,SH,sur
koyama_sur_fr_2_0,sur,SH,sur
iwagami_sur_au_mouth_2_0,sur,SH,neu
henmi_sur_au_mouth_2_0,sur,SH,sur
kikuguti_sur_fr_2_0,sur,SH,sur
sirakura_sur_fr_1_0,sur,SH,sur
nakatakuma_sur_au_mouth_2_0,sur,SH,fea
nishio_ang_au_cl_2_0,ang,NM,ang
ota_ang_au_cl_1_0,ang,NM,ang
koyama_ang_au_cl_2_0,ang,NM,dis
iwagami_ang_au_cl_1_0,ang,NM,dis
henmi_ang_au_cl_4_0,ang,NM,sad
kikuguti_ang_au_cl_1_0,ang,NM,ang
sirakura_ang_au_cl_3_0,ang,NM,fea
nakatakuma_ang_au_cl_2_0,ang,NM,sur
nishio_dis_au_cl_3_0,dis,NM,fea
ota_dis_au_cl_1_0,dis,NM,dis
koyama_dis_au_cl_2_0,dis,NM,dis
iwagami_dis_au_cl_1_0,dis,NM,dis
henmi_dis_au_cl_1_0,dis,NM,sad
kikuguti_dis_au_cl_4_0,dis,NM,sur
sirakura_dis_au_cl_1_0,dis,NM,sad
nakatakuma_dis_au_cl_1_0,dis,NM,dis
nishio_fea_au_mouth_2_0,fea,NM,fea
ota_fea_fr_2_0,fea,NM,fea
koyama_fea_fr_2_0,fea,NM,dis
iwagami_fea_au_mouth_1_0,fea,NM,fea
henmi_fea_au_mouth_2_0,fea,NM,fea
kikuguti_fea_au_mouth_1_0,fea,NM,fea
sirakura_fea_fr_2_0,fea,NM,dis
nakatakuma_fea_fr_1_0,fea,NM,dis
nishio_hap_au_du_1_0,hap,NM,hap
ota_hap_au_du_1_0,hap,NM,hap
koyama_hap_au_du_1_0,hap,NM,hap
iwagami_hap_au_du_2_0,hap,NM,hap
henmi_hap_au_du_1_0,hap,NM,hap
kikuguti_hap_au_du_4_0,hap,NM,hap
sirakura_hap_au_du_2_0,hap,NM,hap
nakatakuma_hap_au_du_1_0,hap,NM,hap
nishio_sad_au_1_0,sad,NM,sad
ota_sad_au_mouth_1_0,sad,NM,sad
koyama_sad_au_mouth_1_0,sad,NM,sad
iwagami_sad_au_mouth_3_0,sad,NM,sad
henmi_sad_au_mouth_3_0,sad,NM,sad
kikuguti_sad_au_1_0,sad,NM,sad
sirakura_sad_au_mouth_1_0_130,sad,NM,sad
nakatakuma_sad_au_2_0,sad,NM,dis
nishio_sur_au_mouth_2_0,sur,NM,sur
ota_sur_fr_1_0,sur,NM,sur
koyama_sur_fr_2_0,sur,NM,sur
iwagami_sur_au_mouth_2_0,sur,NM,sur
henmi_sur_au_mouth_2_0,sur,NM,sur
kikuguti_sur_fr_2_0,sur,NM,fea
sirakura_sur_fr_1_0,sur,NM,sur
nakatakuma_sur_au_mouth_2_0,sur,NM,sur
nishio_ang_au_cl_2_0,ang,SY,ang
ota_ang_au_cl_1_0,ang,SY,ang
koyama_ang_au_cl_2_0,ang,SY,ang
iwagami_ang_au_cl_1_0,ang,SY,ang
henmi_ang_au_cl_4_0,ang,SY,ang
kikuguti_ang_au_cl_1_0,ang,SY,ang
sirakura_ang_au_cl_3_0,ang,SY,ang
nakatakuma_ang_au_cl_2_0,ang,SY,ang
nishio_dis_au_cl_3_0,dis,SY,dis
ota_dis_au_cl_1_0,dis,SY,dis
koyama_dis_au_cl_2_0,dis,SY,dis
iwagami_dis_au_cl_1_0,dis,SY,dis
